"point_4326";"point_900913"
"POINT(-43.2331438 -22.8871254)";"POINT(-4812691.55320837 -2618374.05948075)"
"POINT(-43.2327375 -22.8872373)";"POINT(-4812646.32409926 -2618387.5806179)"
"POINT(-43.2323008 -22.8873298)";"POINT(-4812597.71087763 -2618398.75761637)"
"POINT(-43.2319412 -22.8873577)";"POINT(-4812557.68038874 -2618402.12884227)"
"POINT(-43.2315723 -22.8873448)";"POINT(-4812516.61462859 -2618400.57010333)"
"POINT(-43.2311333 -22.8872825)";"POINT(-4812467.74537213 -2618393.04224215)"
"POINT(-43.2337327 -22.8867967)";"POINT(-4812757.1092565 -2618334.34196004)"
"POINT(-43.2331438 -22.8871254)";"POINT(-4812691.55320837 -2618374.05948075)"
"POINT(-43.2395021 -22.8805299)";"POINT(-4813399.35592668 -2617577.12957223)"
"POINT(-43.2390167 -22.881165)";"POINT(-4813345.32144585 -2617653.86660106)"
"POINT(-43.2387073 -22.8815475)";"POINT(-4813310.8791954 -2617700.082982)"
"POINT(-43.2360575 -22.8844678)";"POINT(-4813015.9048087 -2618052.93877039)"
"POINT(-43.2347911 -22.8858516)";"POINT(-4812874.92980556 -2618220.14405105)"
"POINT(-43.2343678 -22.8862792)";"POINT(-4812827.8082651 -2618271.81152834)"
"POINT(-43.2337327 -22.8867967)";"POINT(-4812757.1092565 -2618334.34196004)"
"POINT(-43.2360575 -22.8844678)";"POINT(-4813015.9048087 -2618052.93877039)"
"POINT(-43.2347911 -22.8858516)";"POINT(-4812874.92980556 -2618220.14405105)"
"POINT(-43.2331438 -22.8871254)";"POINT(-4812691.55320837 -2618374.05948075)"
"POINT(-43.2327375 -22.8872373)";"POINT(-4812646.32409926 -2618387.5806179)"
"POINT(-43.2323008 -22.8873298)";"POINT(-4812597.71087763 -2618398.75761637)"
"POINT(-43.2319412 -22.8873577)";"POINT(-4812557.68038874 -2618402.12884227)"
"POINT(-43.2315723 -22.8873448)";"POINT(-4812516.61462859 -2618400.57010333)"
"POINT(-43.2311333 -22.8872825)";"POINT(-4812467.74537213 -2618393.04224215)"
"POINT(-43.2311333 -22.8872825)";"POINT(-4812467.74537213 -2618393.04224215)"
"POINT(-43.2309232 -22.8872373)";"POINT(-4812444.35714712 -2618387.5806179)"
"POINT(-43.230608 -22.8871383)";"POINT(-4812409.26924362 -2618375.61821717)"
"POINT(-43.2303091 -22.8870093)";"POINT(-4812375.99584782 -2618360.03085962)"
"POINT(-43.2299548 -22.8868396)";"POINT(-4812336.55535223 -2618339.5256529)"
"POINT(-43.2311333 -22.8872825)";"POINT(-4812467.74537213 -2618393.04224215)"
"POINT(-43.2309232 -22.8872373)";"POINT(-4812444.35714712 -2618387.5806179)"
"POINT(-43.230608 -22.8871383)";"POINT(-4812409.26924362 -2618375.61821717)"
"POINT(-43.2303091 -22.8870093)";"POINT(-4812375.99584782 -2618360.03085962)"
"POINT(-43.2299548 -22.8868396)";"POINT(-4812336.55535223 -2618339.5256529)"
"POINT(-43.2275367 -22.8851149)";"POINT(-4812067.37369154 -2618131.12799101)"
"POINT(-43.227308 -22.885096)";"POINT(-4812041.914924 -2618128.844295)"
"POINT(-43.2271063 -22.8850993)";"POINT(-4812019.46178271 -2618129.24303555)"
"POINT(-43.2267382 -22.8851694)";"POINT(-4811978.48507815 -2618137.71325377)"
"POINT(-43.2263914 -22.885303)";"POINT(-4811939.87947874 -2618153.85622103)"
"POINT(-43.2263026 -22.8853489)";"POINT(-4811929.99430796 -2618159.40234892)"
"POINT(-43.2299548 -22.8868396)";"POINT(-4812336.55535223 -2618339.5256529)"
"POINT(-43.2297767 -22.8867031)";"POINT(-4812316.72935092 -2618323.03209038)"
"POINT(-43.2288801 -22.8859315)";"POINT(-4812216.92029548 -2618229.79846206)"
"POINT(-43.2288801 -22.8859315)";"POINT(-4812216.92029548 -2618229.79846206)"
"POINT(-43.2281911 -22.885378)";"POINT(-4812140.22116632 -2618162.91852248)"
"POINT(-43.2280088 -22.8852639)";"POINT(-4812119.92762315 -2618149.13174319)"
"POINT(-43.2278433 -22.8852013)";"POINT(-4812101.50424742 -2618141.56774825)"
"POINT(-43.2276549 -22.8851367)";"POINT(-4812080.53165536 -2618133.7620958)"
"POINT(-43.2275367 -22.8851149)";"POINT(-4812067.37369154 -2618131.12799101)"
"POINT(-43.225102 -22.8864901)";"POINT(-4811796.34412731 -2618297.29491607)"
"POINT(-43.2241989 -22.8873413)";"POINT(-4811695.81149518 -2618400.14718968)"
"POINT(-43.2258834 -22.8856829)";"POINT(-4811883.32917742 -2618199.75985022)"
"POINT(-43.225874 -22.8856909)";"POINT(-4811882.2827742 -2618200.72649817)"
"POINT(-43.225102 -22.8864901)";"POINT(-4811796.34412731 -2618297.29491607)"
"POINT(-43.2275367 -22.8851149)";"POINT(-4812067.37369154 -2618131.12799101)"
"POINT(-43.227308 -22.885096)";"POINT(-4812041.914924 -2618128.844295)"
"POINT(-43.2271063 -22.8850993)";"POINT(-4812019.46178271 -2618129.24303555)"
"POINT(-43.2267382 -22.8851694)";"POINT(-4811978.48507815 -2618137.71325377)"
"POINT(-43.2263914 -22.885303)";"POINT(-4811939.87947874 -2618153.85622103)"
"POINT(-43.2263026 -22.8853489)";"POINT(-4811929.99430796 -2618159.40234892)"
"POINT(-43.2261109 -22.8854867)";"POINT(-4811908.65436157 -2618176.05282695)"
"POINT(-43.2258834 -22.8856829)";"POINT(-4811883.32917742 -2618199.75985022)"
"POINT(-43.2263026 -22.8853489)";"POINT(-4811929.99430796 -2618159.40234892)"
"POINT(-43.2261109 -22.8854867)";"POINT(-4811908.65436157 -2618176.05282695)"
"POINT(-43.2203699 -22.8893248)";"POINT(-4811269.56916493 -2618639.8201399)"
"POINT(-43.2197735 -22.8893592)";"POINT(-4811203.17822062 -2618643.97683805)"
"POINT(-43.2192217 -22.8894028)";"POINT(-4811141.7521256 -2618649.2452128)"
"POINT(-43.2206942 -22.8892975)";"POINT(-4811305.67007579 -2618636.52136567)"
"POINT(-43.2203699 -22.8893248)";"POINT(-4811269.56916493 -2618639.8201399)"
"POINT(-43.2241989 -22.8873413)";"POINT(-4811695.81149518 -2618400.14718968)"
"POINT(-43.2232308 -22.8883528)";"POINT(-4811588.04309614 -2618522.36968578)"
"POINT(-43.2232308 -22.8883528)";"POINT(-4811588.04309614 -2618522.36968578)"
"POINT(-43.2230237 -22.8885647)";"POINT(-4811564.9888296 -2618547.97429641)"
"POINT(-43.2228875 -22.8887147)";"POINT(-4811549.82711495 -2618566.0993399)"
"POINT(-43.2225733 -22.8889019)";"POINT(-4811514.85053094 -2618588.71942227)"
"POINT(-43.2221441 -22.8890996)";"POINT(-4811467.0722055 -2618612.60829315)"
"POINT(-43.2216408 -22.889226)";"POINT(-4811411.04510578 -2618627.881722)"
"POINT(-43.2206942 -22.8892975)";"POINT(-4811305.67007579 -2618636.52136567)"
"POINT(-43.2230237 -22.8885647)";"POINT(-4811564.9888296 -2618547.97429641)"
"POINT(-43.2228875 -22.8887147)";"POINT(-4811549.82711495 -2618566.0993399)"
"POINT(-43.2163673 -22.8925958)";"POINT(-4810824.00177108 -2619035.07368056)"
"POINT(-43.2150034 -22.8955807)";"POINT(-4810672.17311759 -2619395.76444519)"
"POINT(-43.2179558 -22.8897064)";"POINT(-4811000.8327822 -2618685.93054814)"
"POINT(-43.2177522 -22.8899173)";"POINT(-4810978.16813388 -2618711.4145794)"
"POINT(-43.2173717 -22.8906115)";"POINT(-4810935.81106763 -2618795.29828493)"
"POINT(-43.2163673 -22.8925958)";"POINT(-4810824.00177108 -2619035.07368056)"
"POINT(-43.2203699 -22.8893248)";"POINT(-4811269.56916493 -2618639.8201399)"
"POINT(-43.2197735 -22.8893592)";"POINT(-4811203.17822062 -2618643.97683805)"
"POINT(-43.2192217 -22.8894028)";"POINT(-4811141.7521256 -2618649.2452128)"
"POINT(-43.2180796 -22.889629)";"POINT(-4811014.61413516 -2618676.57795486)"
"POINT(-43.2179558 -22.8897064)";"POINT(-4811000.8327822 -2618685.93054814)"
"POINT(-43.2192217 -22.8894028)";"POINT(-4811141.7521256 -2618649.2452128)"
"POINT(-43.218771 -22.8894159)";"POINT(-4811091.5804311 -2618650.82814225)"
"POINT(-43.2183762 -22.8895108)";"POINT(-4811047.63149613 -2618662.29532269)"
"POINT(-43.2180796 -22.889629)";"POINT(-4811014.61413516 -2618676.57795486)"
"POINT(-43.2163673 -22.8925958)";"POINT(-4810824.00177108 -2619035.07368056)"
"POINT(-43.2150034 -22.8955807)";"POINT(-4810672.17311759 -2619395.76444519)"
"POINT(-43.2163673 -22.8925958)";"POINT(-4810824.00177108 -2619035.07368056)"
"POINT(-43.2150034 -22.8955807)";"POINT(-4810672.17311759 -2619395.76444519)"
"POINT(-43.2105735 -22.899591)";"POINT(-4810179.03890532 -2619880.37547595)"
"POINT(-43.2105187 -22.900289)";"POINT(-4810172.93859723 -2619964.72437003)"
"POINT(-43.2113523 -22.8985714)";"POINT(-4810265.73452475 -2619757.16403198)"
"POINT(-43.210897 -22.8989683)";"POINT(-4810215.05076059 -2619805.1264779)"
"POINT(-43.2107415 -22.8991857)";"POINT(-4810197.74057977 -2619831.39772848)"
"POINT(-43.2105735 -22.899591)";"POINT(-4810179.03890532 -2619880.37547595)"
"POINT(-43.2150034 -22.8955807)";"POINT(-4810672.17311759 -2619395.76444519)"
"POINT(-43.2144178 -22.8962574)";"POINT(-4810606.98442378 -2619477.53694481)"
"POINT(-43.2139769 -22.8966108)";"POINT(-4810557.90366029 -2619520.24200034)"
"POINT(-43.2131135 -22.8972091)";"POINT(-4810461.79041194 -2619592.54116374)"
"POINT(-43.2122252 -22.8978247)";"POINT(-4810362.90530826 -2619666.93120909)"
"POINT(-43.2113523 -22.8985714)";"POINT(-4810265.73452475 -2619757.16403198)"
"POINT(-43.2131135 -22.8972091)";"POINT(-4810461.79041194 -2619592.54116374)"
"POINT(-43.2122252 -22.8978247)";"POINT(-4810362.90530826 -2619666.93120909)"
"POINT(-43.2105187 -22.900289)";"POINT(-4810172.93859723 -2619964.72437003)"
"POINT(-43.2104463 -22.9016086)";"POINT(-4810164.87906609 -2620124.19088649)"
"POINT(-43.2104463 -22.9016086)";"POINT(-4810164.87906609 -2620124.19088649)"
"POINT(-43.2104355 -22.9017803)";"POINT(-4810163.67681559 -2620144.94001608)"
"POINT(-43.2105187 -22.900289)";"POINT(-4810172.93859723 -2619964.72437003)"
"POINT(-43.2104463 -22.9016086)";"POINT(-4810164.87906609 -2620124.19088649)"
"POINT(-43.2104355 -22.9017803)";"POINT(-4810163.67681559 -2620144.94001608)"
"POINT(-43.2103012 -22.9039119)";"POINT(-4810148.72660798 -2620402.53594042)"
"POINT(-43.2104355 -22.9017803)";"POINT(-4810163.67681559 -2620144.94001608)"
"POINT(-43.2103012 -22.9039119)";"POINT(-4810148.72660798 -2620402.53594042)"
"POINT(-43.2102957 -22.9039993)";"POINT(-4810148.11435078 -2620413.09799145)"
"POINT(-43.210295 -22.90401)";"POINT(-4810148.03642714 -2620414.39105766)"
"POINT(-43.2102223 -22.9051636)";"POINT(-4810139.94350015 -2620553.80111237)"
"POINT(-43.2103012 -22.9039119)";"POINT(-4810148.72660798 -2620402.53594042)"
"POINT(-43.2102957 -22.9039993)";"POINT(-4810148.11435078 -2620413.09799145)"
"POINT(-43.2102223 -22.9051636)";"POINT(-4810139.94350015 -2620553.80111237)"
"POINT(-43.2101381 -22.9064983)";"POINT(-4810130.57039903 -2620715.09818866)"
"POINT(-43.2102957 -22.9039993)";"POINT(-4810148.11435078 -2620413.09799145)"
"POINT(-43.210295 -22.90401)";"POINT(-4810148.03642714 -2620414.39105766)"
"POINT(-43.2102223 -22.9051636)";"POINT(-4810139.94350015 -2620553.80111237)"
"POINT(-43.2100568 -22.9072303)";"POINT(-4810121.52012443 -2620803.56028473)"
"POINT(-43.2100304 -22.9076387)";"POINT(-4810118.58128987 -2620852.9155743)"
"POINT(-43.2100731 -22.9070408)";"POINT(-4810123.33463213 -2620780.65919082)"
"POINT(-43.2100568 -22.9072303)";"POINT(-4810121.52012443 -2620803.56028473)"
"POINT(-43.2102223 -22.9051636)";"POINT(-4810139.94350015 -2620553.80111237)"
"POINT(-43.2101381 -22.9064983)";"POINT(-4810130.57039903 -2620715.09818866)"
"POINT(-43.2101381 -22.9064983)";"POINT(-4810130.57039903 -2620715.09818866)"
"POINT(-43.2100777 -22.9068997)";"POINT(-4810123.84670179 -2620763.60726253)"
"POINT(-43.2100747 -22.9069904)";"POINT(-4810123.51274331 -2620774.56835118)"
"POINT(-43.2100731 -22.9070408)";"POINT(-4810123.33463213 -2620780.65919082)"
"POINT(-43.2100777 -22.9068997)";"POINT(-4810123.84670179 -2620763.60726253)"
"POINT(-43.2100747 -22.9069904)";"POINT(-4810123.51274331 -2620774.56835118)"
"POINT(-43.2100304 -22.9076387)";"POINT(-4810118.58128987 -2620852.9155743)"
"POINT(-43.2100149 -22.9078788)";"POINT(-4810116.85583776 -2620881.93181662)"
"POINT(-43.2100072 -22.9081281)";"POINT(-4810115.99867769 -2620912.05993935)"
"POINT(-43.2099216 -22.9095461)";"POINT(-4810106.46972927 -2621083.42753143)"
"POINT(-43.2100149 -22.9078788)";"POINT(-4810116.85583776 -2620881.93181662)"
"POINT(-43.2100072 -22.9081281)";"POINT(-4810115.99867769 -2620912.05993935)"
"POINT(-43.2091204 -22.910548)";"POINT(-4810017.28055325 -2621204.50984652)"
"POINT(-43.2088297 -22.9106413)";"POINT(-4809984.91997727 -2621215.78544851)"
"POINT(-43.2085849 -22.9106905)";"POINT(-4809957.66896593 -2621221.73142824)"
"POINT(-43.2083581 -22.9107216)";"POINT(-4809932.42170542 -2621225.48996532)"
"POINT(-43.2081456 -22.9107294)";"POINT(-4809908.76631363 -2621226.43262106)"
"POINT(-43.2077914 -22.9106738)";"POINT(-4809869.33694998 -2621219.71317878)"
"POINT(-43.2071961 -22.9105019)";"POINT(-4809803.06845712 -2621198.93851764)"
"POINT(-43.2071961 -22.9105019)";"POINT(-4809803.06845712 -2621198.93851764)"
"POINT(-43.2060835 -22.9101505)";"POINT(-4809679.21439166 -2621156.47079319)"
"POINT(-43.2099216 -22.9095461)";"POINT(-4810106.46972927 -2621083.42753143)"
"POINT(-43.2098778 -22.9098347)";"POINT(-4810101.59393557 -2621118.30552745)"
"POINT(-43.2096995 -22.9100566)";"POINT(-4810081.74567037 -2621145.1227204)"
"POINT(-43.2096064 -22.9101949)";"POINT(-4810071.38182577 -2621161.83665782)"
"POINT(-43.2095102 -22.9103017)";"POINT(-4810060.67289076 -2621174.7437448)"
"POINT(-43.2093762 -22.9104081)";"POINT(-4810045.75607899 -2621187.60250074)"
"POINT(-43.2091204 -22.910548)";"POINT(-4810017.28055325 -2621204.50984652)"
"POINT(-43.2060835 -22.9101505)";"POINT(-4809679.21439166 -2621156.47079319)"
"POINT(-43.2059238 -22.9101001)";"POINT(-4809661.43666898 -2621150.37981385)"
"POINT(-43.2059238 -22.9101001)";"POINT(-4809661.43666898 -2621150.37981385)"
"POINT(-43.2055607 -22.9099771)";"POINT(-4809621.01656187 -2621135.51493329)"
"POINT(-43.2098778 -22.9098347)";"POINT(-4810101.59393557 -2621118.30552745)"
"POINT(-43.2098083 -22.9099422)";"POINT(-4810093.85723097 -2621131.29717696)"
"POINT(-43.2096995 -22.9100566)";"POINT(-4810081.74567037 -2621145.1227204)"
"POINT(-43.2055607 -22.9099771)";"POINT(-4809621.01656187 -2621135.51493329)"
"POINT(-43.2042685 -22.9095715)";"POINT(-4809477.16951587 -2621086.49717883)"
"POINT(-43.2024977 -22.9090124)";"POINT(-4809280.04496157 -2621018.92881341)"
"POINT(-43.2010165 -22.9085318)";"POINT(-4809115.15853181 -2620960.8475544)"
"POINT(-43.2042685 -22.9095715)";"POINT(-4809477.16951587 -2621086.49717883)"
"POINT(-43.2034135 -22.9093095)";"POINT(-4809381.99135124 -2621054.83391441)"
"POINT(-43.2034135 -22.9093095)";"POINT(-4809381.99135124 -2621054.83391441)"
"POINT(-43.2024977 -22.9090124)";"POINT(-4809280.04496157 -2621018.92881341)"
"POINT(-43.2010165 -22.9085318)";"POINT(-4809115.15853181 -2620960.8475544)"
"POINT(-43.2009929 -22.9085242)";"POINT(-4809112.53139183 -2620959.92908421)"
"POINT(-43.2009929 -22.9085242)";"POINT(-4809112.53139183 -2620959.92908421)"
"POINT(-43.2009302 -22.9085038)";"POINT(-4809105.55165975 -2620957.46371711)"
"POINT(-43.2006256 -22.9083981)";"POINT(-4809071.64374286 -2620944.68973764)"
"POINT(-43.2006256 -22.9083981)";"POINT(-4809071.64374286 -2620944.68973764)"
"POINT(-43.1995428 -22.9080537)";"POINT(-4808951.10699823 -2620903.06862857)"
"POINT(-43.1957247 -22.9068102)";"POINT(-4808526.07805043 -2620752.79120098)"
"POINT(-43.1953339 -22.9067325)";"POINT(-4808482.57439343 -2620743.40117345)"
"POINT(-43.194955 -22.9066179)";"POINT(-4808440.39543837 -2620729.55179904)"
"POINT(-43.1947339 -22.906583)";"POINT(-4808415.78269895 -2620725.3341472)"
"POINT(-43.1979843 -22.9075481)";"POINT(-4808777.61557183 -2620841.96651829)"
"POINT(-43.1965567 -22.9070993)";"POINT(-4808618.69586677 -2620787.72891824)"
"POINT(-43.1965567 -22.9070993)";"POINT(-4808618.69586677 -2620787.72891824)"
"POINT(-43.1957247 -22.9068102)";"POINT(-4808526.07805043 -2620752.79120098)"
"POINT(-43.1995428 -22.9080537)";"POINT(-4808951.10699823 -2620903.06862857)"
"POINT(-43.1981911 -22.9076218)";"POINT(-4808800.63644252 -2620850.87320016)"
"POINT(-43.1981475 -22.9076063)";"POINT(-4808795.78291272 -2620849.00001701)"
"POINT(-43.1981475 -22.9076063)";"POINT(-4808795.78291272 -2620849.00001701)"
"POINT(-43.1979843 -22.9075481)";"POINT(-4808777.61557183 -2620841.96651829)"
"POINT(-43.1957247 -22.9068102)";"POINT(-4808526.07805043 -2620752.79120098)"
"POINT(-43.1953339 -22.9067325)";"POINT(-4808482.57439343 -2620743.40117345)"
"POINT(-43.194955 -22.9066179)";"POINT(-4808440.39543837 -2620729.55179904)"
"POINT(-43.1947339 -22.906583)";"POINT(-4808415.78269895 -2620725.3341472)"
"POINT(-43.1947339 -22.906583)";"POINT(-4808415.78269895 -2620725.3341472)"
"POINT(-43.1945195 -22.9065059)";"POINT(-4808391.91580013 -2620716.01664513)"
"POINT(-43.1941124 -22.9063815)";"POINT(-4808346.59763542 -2620700.98296942)"
"POINT(-43.1928026 -22.9059338)";"POINT(-4808200.79136638 -2620646.87876995)"
"POINT(-43.1945195 -22.9065059)";"POINT(-4808391.91580013 -2620716.01664513)"
"POINT(-43.1943208 -22.9064478)";"POINT(-4808369.7966173 -2620708.99528844)"
"POINT(-43.1942572 -22.9064269)";"POINT(-4808362.71669769 -2620706.46953436)"
"POINT(-43.1942572 -22.9064269)";"POINT(-4808362.71669769 -2620706.46953436)"
"POINT(-43.1941124 -22.9063815)";"POINT(-4808346.59763542 -2620700.98296942)"
"POINT(-43.1926288 -22.9065154)";"POINT(-4808181.44403888 -2620717.16471578)"
"POINT(-43.1925263 -22.9068584)";"POINT(-4808170.03379108 -2620758.61616285)"
"POINT(-43.1928026 -22.9059338)";"POINT(-4808200.79136638 -2620646.87876995)"
"POINT(-43.1926288 -22.9065154)";"POINT(-4808181.44403888 -2620717.16471578)"
"POINT(-43.1925263 -22.9068584)";"POINT(-4808170.03379108 -2620758.61616285)"
"POINT(-43.1918663 -22.9090397)";"POINT(-4808096.56292715 -2621022.22806713)"
"POINT(-43.1918663 -22.9090397)";"POINT(-4808096.56292715 -2621022.22806713)"
"POINT(-43.19152 -22.9101665)";"POINT(-4808058.01298749 -2621158.4044379)"
"POINT(-43.1925263 -22.9068584)";"POINT(-4808170.03379108 -2620758.61616285)"
"POINT(-43.1918663 -22.9090397)";"POINT(-4808096.56292715 -2621022.22806713)"
"POINT(-43.19152 -22.9101665)";"POINT(-4808058.01298749 -2621158.4044379)"
"POINT(-43.1912178 -22.9112656)";"POINT(-4808024.37223737 -2621291.23429042)"
"POINT(-43.1911969 -22.9113957)";"POINT(-4808022.04566001 -2621306.9573749)"
"POINT(-43.1918663 -22.9090397)";"POINT(-4808096.56292715 -2621022.22806713)"
"POINT(-43.19152 -22.9101665)";"POINT(-4808058.01298749 -2621158.4044379)"
"POINT(-43.19152 -22.9101665)";"POINT(-4808058.01298749 -2621158.4044379)"
"POINT(-43.1912178 -22.9112656)";"POINT(-4808024.37223737 -2621291.23429042)"
"POINT(-43.1911969 -22.9113957)";"POINT(-4808022.04566001 -2621306.9573749)"
"POINT(-43.19152 -22.9101665)";"POINT(-4808058.01298749 -2621158.4044379)"
"POINT(-43.1912178 -22.9112656)";"POINT(-4808024.37223737 -2621291.23429042)"
"POINT(-43.1911969 -22.9113957)";"POINT(-4808022.04566001 -2621306.9573749)"
"POINT(-43.1911969 -22.9113957)";"POINT(-4808022.04566001 -2621306.9573749)"
"POINT(-43.1911128 -22.9114502)";"POINT(-4808012.68369084 -2621313.54391362)"
"POINT(-43.1910655 -22.9115047)";"POINT(-4808007.41827893 -2621320.130455)"
"POINT(-43.1902844 -22.9125127)";"POINT(-4807920.46662467 -2621441.95173428)"
"POINT(-43.1901911 -22.9126165)";"POINT(-4807910.08051618 -2621454.49647699)"
"POINT(-43.19152 -22.9101665)";"POINT(-4808058.01298749 -2621158.4044379)"
"POINT(-43.1912178 -22.9112656)";"POINT(-4808024.37223737 -2621291.23429042)"
"POINT(-43.1911969 -22.9113957)";"POINT(-4808022.04566001 -2621306.9573749)"
"POINT(-43.1911969 -22.9113957)";"POINT(-4808022.04566001 -2621306.9573749)"
"POINT(-43.1911128 -22.9114502)";"POINT(-4808012.68369084 -2621313.54391362)"
"POINT(-43.1910655 -22.9115047)";"POINT(-4808007.41827893 -2621320.130455)"
"POINT(-43.1902844 -22.9125127)";"POINT(-4807920.46662467 -2621441.95173428)"
"POINT(-43.1901911 -22.9126165)";"POINT(-4807910.08051618 -2621454.49647699)"
"POINT(-43.1911969 -22.9113957)";"POINT(-4808022.04566001 -2621306.9573749)"
"POINT(-43.1911128 -22.9114502)";"POINT(-4808012.68369084 -2621313.54391362)"
"POINT(-43.1910655 -22.9115047)";"POINT(-4808007.41827893 -2621320.130455)"
"POINT(-43.1902844 -22.9125127)";"POINT(-4807920.46662467 -2621441.95173428)"
"POINT(-43.1901911 -22.9126165)";"POINT(-4807910.08051618 -2621454.49647699)"
"POINT(-43.1901911 -22.9126165)";"POINT(-4807910.08051618 -2621454.49647699)"
"POINT(-43.1888522 -22.9121404)";"POINT(-4807761.03484995 -2621396.95751938)"
"POINT(-43.1888069 -22.9121272)";"POINT(-4807755.99207702 -2621395.36223925)"
"POINT(-43.1887633 -22.9121157)";"POINT(-4807751.13854722 -2621393.97241199)"
"POINT(-43.1901911 -22.9126165)";"POINT(-4807910.08051618 -2621454.49647699)"
"POINT(-43.1888522 -22.9121404)";"POINT(-4807761.03484995 -2621396.95751938)"
"POINT(-43.1888069 -22.9121272)";"POINT(-4807755.99207702 -2621395.36223925)"
"POINT(-43.1887633 -22.9121157)";"POINT(-4807751.13854722 -2621393.97241199)"
"POINT(-43.1887633 -22.9121157)";"POINT(-4807751.13854722 -2621393.97241199)"
"POINT(-43.1886992 -22.9121132)";"POINT(-4807744.00296786 -2621393.67027565)"
"POINT(-43.1886353 -22.9121192)";"POINT(-4807736.8896524 -2621394.39540289)"
"POINT(-43.1885731 -22.9121336)";"POINT(-4807729.96558007 -2621396.13570838)"
"POINT(-43.1885138 -22.9121561)";"POINT(-4807723.36433427 -2621398.8549361)"
"POINT(-43.187923 -22.9119145)";"POINT(-4807657.59677911 -2621369.65649677)"
"POINT(-43.1879103 -22.9118586)";"POINT(-4807656.18302157 -2621362.90073945)"
"POINT(-43.1878826 -22.911821)";"POINT(-4807653.09947168 -2621358.35661802)"
"POINT(-43.1878483 -22.9117964)";"POINT(-4807649.28121314 -2621355.3836031)"
"POINT(-43.1877098 -22.9117456)";"POINT(-4807633.86346367 -2621349.24420812)"
"POINT(-43.1872171 -22.9115649)";"POINT(-4807579.01635056 -2621327.40586708)"
"POINT(-43.1885138 -22.9121561)";"POINT(-4807723.36433427 -2621398.8549361)"
"POINT(-43.1884517 -22.9122075)";"POINT(-4807716.45139389 -2621405.06686244)"
"POINT(-43.1883778 -22.9122434)";"POINT(-4807708.22488352 -2621409.40554391)"
"POINT(-43.1882967 -22.9122615)";"POINT(-4807699.19687282 -2621411.59301327)"
"POINT(-43.1882967 -22.9122615)";"POINT(-4807699.19687282 -2621411.59301327)"
"POINT(-43.188229 -22.9122623)";"POINT(-4807691.66054329 -2621411.68969701)"
"POINT(-43.1881625 -22.9122507)";"POINT(-4807684.25779715 -2621410.2877829)"
"POINT(-43.1880998 -22.9122271)";"POINT(-4807677.27806508 -2621407.43561318)"
"POINT(-43.1880435 -22.9121925)";"POINT(-4807671.01077775 -2621403.25404323)"
"POINT(-43.1879958 -22.9121482)";"POINT(-4807665.70083804 -2621397.90018498)"
"POINT(-43.1879587 -22.9120961)";"POINT(-4807661.57088493 -2621391.6036632)"
"POINT(-43.1879336 -22.9120382)";"POINT(-4807658.77676571 -2621384.60618789)"
"POINT(-43.1879215 -22.9119768)";"POINT(-4807657.42979987 -2621377.18572511)"
"POINT(-43.187923 -22.9119145)";"POINT(-4807657.59677911 -2621369.65649677)"
"POINT(-43.186412 -22.9112788)";"POINT(-4807489.39302852 -2621292.82956041)"
"POINT(-43.1859279 -22.9110958)";"POINT(-4807435.50326303 -2621270.71333121)"
"POINT(-43.1872171 -22.9115649)";"POINT(-4807579.01635056 -2621327.40586708)"
"POINT(-43.1868545 -22.9114319)";"POINT(-4807538.6519032 -2621311.33228657)"
"POINT(-43.1867697 -22.9114022)";"POINT(-4807529.21201038 -2621307.74292525)"
"POINT(-43.1867697 -22.9114022)";"POINT(-4807529.21201038 -2621307.74292525)"
"POINT(-43.186412 -22.9112788)";"POINT(-4807489.39302852 -2621292.82956041)"
"POINT(-43.186412 -22.9112788)";"POINT(-4807489.39302852 -2621292.82956041)"
"POINT(-43.1859279 -22.9110958)";"POINT(-4807435.50326303 -2621270.71333121)"
"POINT(-43.1859279 -22.9110958)";"POINT(-4807435.50326303 -2621270.71333121)"
"POINT(-43.1857807 -22.9110401)";"POINT(-4807419.11703398 -2621263.98178541)"
"POINT(-43.1851777 -22.910835)";"POINT(-4807351.99138103 -2621239.19473485)"
"POINT(-43.1842282 -22.9104855)";"POINT(-4807246.29352453 -2621196.95652692)"
"POINT(-43.1841615 -22.9104604)";"POINT(-4807238.86851449 -2621193.92311475)"
"POINT(-43.1840743 -22.9104267)";"POINT(-4807229.16145489 -2621189.85036701)"
"POINT(-43.1857807 -22.9110401)";"POINT(-4807419.11703398 -2621263.98178541)"
"POINT(-43.1855447 -22.9109649)";"POINT(-4807392.84563416 -2621254.8935987)"
"POINT(-43.1855447 -22.9109649)";"POINT(-4807392.84563416 -2621254.8935987)"
"POINT(-43.1852748 -22.91087)";"POINT(-4807362.80050359 -2621243.42460431)"
"POINT(-43.1851777 -22.910835)";"POINT(-4807351.99138103 -2621239.19473485)"
"POINT(-43.1851777 -22.910835)";"POINT(-4807351.99138103 -2621239.19473485)"
"POINT(-43.1842282 -22.9104855)";"POINT(-4807246.29352453 -2621196.95652692)"
"POINT(-43.1841615 -22.9104604)";"POINT(-4807238.86851449 -2621193.92311475)"
"POINT(-43.1840743 -22.9104267)";"POINT(-4807229.16145489 -2621189.85036701)"
"POINT(-43.1840743 -22.9104267)";"POINT(-4807229.16145489 -2621189.85036701)"
"POINT(-43.1832588 -22.9101157)";"POINT(-4807138.38041015 -2621152.26511673)"
